Desconto,Lucro
0.0,82.62
0.2,9.8352
0.0,319.44
0.0,77.4
0.1,253.998
0.37,53.1528
0.1,88.5528
0.27,100.731
0.1,44.64
0.0,185.16
0.1,0.0
0.0,327.6
0.2,-41.5872
0.0,0.0
0.4,-409.44
0.2,-45.048
0.0,0.0
0.0,108.36
0.0,7.74
0.0,32.34
0.0,71.97
0.3,-8.5794
0.1,50.22
0.1,34.545
0.0,19.89
0.0,252.12
0.17,145.5024
0.0,295.74
0.5,-152.415
0.0,87.84
0.1,50.463
0.1,155.232
0.0,42.54
0.0,125.19
0.1,15.48
0.0,122.22
0.0,263.04
0.0,170.1
0.0,343.9828
0.5,-230.51
0.002,44.079
0.1,123.507
0.0,146.28
0.0,48.72
0.0,163.787
0.0,54.4047
0.0,298.62
0.0,1.92
0.0,72.9
0.2,124.485
0.0,20.58
0.25,-46.3725
0.0,11.586
0.4,-210.108
0.6,-141.414
0.002,146.43564
0.0,35.14
0.0,13.64
0.0,191.25
0.0,558.72
0.3,-93.99
0.0,151.74
0.2,-50.8704
0.7,-263.832
0.002,20.37688
0.2,329.888
0.0,369.27
0.0,97.08
0.0,6.6
0.0,96.18
0.15,84.294
0.2,103.608
0.25,126.9
0.0,54.5832
0.002,198.15144
0.1,99.672
0.0,40.95
0.0,156.96
0.0,142.08
0.0,134.652
0.0,206.16
0.002,120.5864
0.0,79.2
0.0,137.04
0.0,18.88
0.1,326.448
0.07,47.8788
0.0,205.05
0.35,-63.234
0.0,355.32
0.0,73.7
0.1,110.856
0.2,25.0182
0.0,197.6
0.15,214.2945
0.6,-292.9872
0.002,91.88664
0.35,-314.8515
0.0,82.92
0.6,-119.844
0.27,-13.2168
0.0,123.36
0.402,-162.01344
0.1,138.87
0.0,18.18
0.0,106.47
0.0,199.2
0.1,49.05
0.0,91.968
0.4,6.3
0.002,88.27096
0.1,104.124
0.2,-55.256
0.002,68.64852
0.0,60.66
0.4,-237.576
0.0,58.14
0.0,136.26
0.4,-173.292
0.0,243.42
0.0,240.2649
0.1,78.03
0.0,52.14
0.0,62.22
0.17,8.3556
0.25,-38.25
0.0,131.9868
0.2,54.1764
0.0,26.24
0.0,238.08
0.0,374.16
0.002,12.31016
0.0,47.28
0.0,301.84
0.0,78.3
0.1,-10.044
0.07,344.9145
0.4,-23.232
0.0,62.0368
0.0,39.96
0.0,55.68
0.37,-157.5714
0.0,137.04
0.0,776.25
0.27,53.6796
0.47,-77.5302
0.0,66.42
0.0,89.964
0.1,-0.009
0.17,60.6228
0.7,-559.356
0.4,-122.7816
0.0,269.22
0.0,184.32
0.0,48.36
0.0,77.58
0.0,189.36
0.1,-0.036
0.0,14.22
0.0,224.46
0.002,192.50144
0.1,203.586
0.0,16.02
0.7,-590.976
0.0,155.68
0.7,-306.846
0.1,-54.936
0.15,86.205
0.17,40.0536
0.0,1.76
0.0,31.62
0.4,-111.618
0.0,27.9
0.15,35.4
0.2,-75.168
0.55,-418.167
0.4,-85.572
0.4,-129.612
0.2,71.9952
0.0,66.72
0.0,62.46
0.5,-269.3376
0.15,34.494
0.8,-533.7325
0.4,-88.08
0.0,21.15
0.0,134.82
0.07,128.136
0.15,147.681
0.0,76.08
0.0,64.92
0.0,103.38
0.4,-106.393
0.0,162.18
0.0,211.74
0.0,24.75
0.0,13.28
0.0,30.6
0.47,18.9222
0.0,112.98
0.0,160.44
0.0,196.6132
0.0,172.4814
0.0,171.78
0.27,54.7185
0.0,33.0368
0.0,104.88
0.0,24.33
0.0,149.94
0.002,227.1096
0.0,69.93
0.25,60.3675
0.0,39.84
0.0,59.19
0.0,185.4
0.0,136.26
0.0,18.6
0.45,-44.838
0.1,-7.56
0.0,175.11
0.1,446.79
0.2,84.5728
0.0,98.16
0.0,312.9
0.2,47.243
0.5,-155.175
0.3,118.359
0.0,32.7
0.4,-170.016
0.0,71.68
0.4,-192.936
0.15,-24.645
0.0,267.24
0.1,71.838
0.0,232.11
0.0,2.52
0.0,45.45
0.0,26.3967
0.0,203.58
0.2,16.7475
0.0,11.85
0.0,87.06
0.0,49.8042
0.0,83.34
0.0,149.9112
0.0,190.53
0.0,52.5
0.0,45.72
0.0,209.34
0.2,11.196
0.2,46.884
0.0,84.12
0.0,234.48
0.0,70.5
0.2,79.216
0.0,9.7176
0.5,-250.5408
0.1,-27.084
0.0,43.92
0.0,163.2
0.0,247.92
0.0,122.7648
0.7,-243.584
0.0,197.3
0.1,222.822
0.0,109.422
0.0,44.94
0.6,-282.072
0.0,127.74
0.1,72.882
0.0,238.56
0.0,129.6
0.0,5.04
0.0,241.71
0.4,-94.8
0.1,104.076
0.0,18.9
0.2,44.4768
0.0,32.64
0.0,37.95
0.2,190.3881
0.0,119.04
0.2,0.0
0.002,83.21992
0.1,69.3
0.4,-221.904
0.0,117.18
0.0,93.0552
0.0,48.45
0.0,60.49
0.2,81.224
0.0,47.82
0.0,58.8
0.0,212.88
0.1,99.558
0.0,201.72
0.0,40.44
0.6,-413.676
0.1,108.468
0.6,-451.008
0.2,-144.444
0.0,107.82
0.0,74.25
0.0,110.34
0.0,135.0
0.0,174.42
0.2,-82.884
0.0,17.85
0.1,-6.03
0.0,0.0
0.0,411.7365
0.0,185.88
0.15,104.5845
0.2,-53.796
0.2,-40.08
0.0,103.2
0.0,125.5824
0.6,-289.032
0.0,197.82
0.0,164.7
0.0,125.46
0.2,21.897
0.3,-36.1764
0.2,34.8138
0.0,88.2
0.0,28.92
0.0,139.32
0.4,-397.8
0.002,169.2246
0.0,98.1
0.2,6.7176
0.0,297.36
0.0,76.41
0.0,114.51
0.1,72.72
0.0,124.08
0.0,32.34
0.1,53.859
0.25,-165.24
0.2,16.7972
0.0,71.2296
0.17,149.0706
0.0,110.34
0.2,-27.384
0.0,31.08
0.6,-177.312
0.0,199.02
0.0,179.9
0.0,153.6
0.0,52.38
0.3,-5.1396
0.0,99.48
0.0,56.28
0.0,33.0
0.1,66.564
0.17,180.9894
0.0,91.41
0.4,-113.08
0.0,183.18
0.0,29.04
0.2,22.4925
0.0,158.7519
0.1,43.542
0.4,-349.504
0.2,62.804
0.0,62.37
0.0,166.32
0.0,10.8
0.0,114.3
0.0,311.7
0.27,37.9431
0.1,31.887
0.3,-5.8346
0.0,126.9
0.0,59.88
0.002,63.72064
0.6,-356.664
0.0,36.24
0.07,14.481
0.0,79.74
0.27,17.4315
0.002,38.024
0.1,46.512
0.0,50.28
0.0,41.28
0.0,14.92
0.0,44.7
0.2,-8.0784
0.002,314.6418
0.5,-17.01
0.2,-38.352
0.0,59.4
0.0,188.16
0.0,20.88
0.1,81.354
0.0,21.78
0.4,-12.024
0.2,-183.756
0.0,0.84
0.0,223.38
0.0,197.9208
0.0,46.86
0.1,130.62
0.0,34.05
0.0,173.16
0.2,-14.7931
0.2,-38.2116
0.2,-100.8
0.002,225.56568
0.0,93.32
0.0,30.0
0.2,194.4
0.0,58.08
0.4,-319.728
0.6,-147.963
0.2,31.996
0.0,41.16
0.0,56.32
0.2,72.084
0.1,-20.76
0.0,205.05
0.35,-191.8125
0.2,161.9919
0.1,-31.872
0.3,-77.333
0.002,4.13992
0.1,182.226
0.0,25.92
0.0,132.3
0.1,17.01
0.0,217.44
0.5,-316.17
0.1,353.43
0.1,136.206
0.0,30.78
0.5,-197.505
0.27,37.3212
0.0,123.96
0.0,149.49
0.17,-0.0705
0.0,53.04
0.0,37.35
0.0,252.96
0.0,82.92
0.3,63.606
0.0,213.36
0.3,-15.5826
0.0,96.9
0.0,86.68
0.0,77.55
0.2,41.7564
0.0,185.4
0.0,121.48
0.1,115.05
0.0,78.9516
0.0,55.3616
0.0,103.68
0.4,-57.588
0.0,338.76
0.0,39.39
0.2,58.304
0.4,-32.448
0.0,12.42
0.0,20.16
0.2,28.7928
0.0,191.4
0.1,195.285
0.0,82.17
0.4,49.761
0.0,66.18
0.0,238.32
0.1,-53.25
0.0,76.14
0.0,62.1544
0.6,-146.31
0.0,244.2
0.4,-305.36
0.0,61.62
0.0,110.16
0.0,82.44
0.3,-54.135
0.0,72.36
0.0,226.8
0.0,138.417
0.0,194.4
0.1,129.336
0.2,-58.8736
0.4,59.416
0.4,35.856
0.1,-44.676
0.0,112.8
0.0,106.86
0.2,-34.0704
0.0,21.9
0.2,80.9919
0.0,14.94
0.1,-30.393
0.0,81.1314
0.0,215.7
0.0,72.54
0.0,162.36
0.0,54.6
0.2,-81.864
0.0,85.86
0.1,-41.16
0.0,121.5
0.0,102.9444
0.0,55.5
0.2,26.9985
0.6,-1121.688
0.2,377.9946
0.0,183.42
0.3,-23.9372
0.002,41.55192
0.6,-719.208
0.2,66.1451
0.0,126.4
0.4,-0.06
0.0,47.97
0.1,57.996
0.0,16.196
0.2,-2.6997
0.0,62.16
0.0,176.0
0.25,-7.425
0.202,-17.6582
0.55,-81.702
0.1,33.645
0.0,53.9946
0.15,3.9294
0.0,2.88
0.1,107.613
0.2,-33.936
0.0,15.57
0.5,-68.805
0.0,229.9908
0.1,164.472
0.0,122.25
0.0,181.98
0.0,45.9
0.4,-277.396
0.1,-22.188
0.0,71.2692
0.0,87.78
0.0,10.56
0.002,251.6934
0.0,44.25
0.0,159.6
0.0,220.68
0.1,-10.425
0.0,125.28
0.0,228.69
0.0,107.2
0.2,-48.9549
0.0,98.5248
0.47,-24.6258
0.0,32.58
0.2,94.528
0.17,22.608
0.0,47.25
0.0,54.3966
0.0,3.2186
0.6,-365.12
0.35,-186.573
0.1,-19.665
0.0,36.54
0.0,205.38
0.0,63.4368
0.2,38.396
0.15,-31.836
0.7,-538.332
0.0,30.582
0.0,55.28
0.07,-44.3499
0.0,76.3152
0.0,189.4
0.1,-30.528
0.5,-312.48
0.0,108.6
0.0,23.24
0.0,150.84
0.0,78.96
0.0,130.56
0.2,50.76
0.1,178.002
0.35,-343.098
0.0,93.72
0.0,23.28
0.0,200.64
0.0,234.24
0.0,86.76
0.0,101.84
0.0,19.11
0.6,-117.864
0.0,31.84
0.2,38.56
0.1,69.21
0.0,171.72
0.2,55.664
0.0,91.32
0.0,43.74
0.15,73.368
0.0,31.587
0.2,130.4913
0.1,3.06
0.0,253.26
0.5,-109.02
0.4,-66.996
0.202,40.55064
0.1,40.866
0.0,70.5
0.002,78.43956
0.4,-86.232
0.0,136.939
0.2,47.994
0.0,29.16
0.4,42.496
0.1,126.321
0.0,36.48
0.25,-20.16
0.0,93.0
0.0,80.64
0.0,35.64
0.2,-66.801
0.1,-34.47
0.0,61.2
0.35,-7.767
0.0,14.8491
0.0,33.36
0.0,14.4
0.1,212.208
0.0,113.28
0.1,40.878
0.0,290.4
0.0,11.94
0.0,46.05
0.47,-708.5673
0.0,63.984
0.0,41.88
0.0,47.16
0.0,20.61
0.0,68.82
0.1,-29.85
0.6,-231.784
0.0,106.98
0.35,-78.147
0.2,50.098
0.2,12.912
0.0,17.76
0.002,69.7374
0.0,26.88
0.5,-145.65
0.0,191.25
0.4,-147.28
0.0,202.86
0.0,6.72
0.2,143.082
0.0,151.5
0.0,9.7176
0.0,110.88
0.6,-312.33
0.0,57.12
0.1,117.171
0.1,277.74
0.0,176.8026
0.0,43.65
0.0,83.34
0.37,45.4206
0.4,-39.72
0.0,106.2
0.0,5.13
0.0,206.01
0.0,307.8
0.0,139.44
0.0,109.7544
0.4,-213.5574
0.0,127.02
0.0,8.96
0.0,32.94
0.0,102.42
0.0,106.44
0.0,266.7
0.1,25.398
0.0,49.8042
0.2,164.997
0.17,25.0236
0.25,127.995
0.2,55.4364
0.0,51.0
0.0,275.6
0.6,-932.568
0.0,38.52
0.0,39.48
0.1,62.664
0.25,185.325
0.1,62.316
0.0,3.52
0.0,272.7
0.0,13.26
0.0,32.94
0.27,-143.472
0.1,345.933
0.0,41.3928
0.0,27.0
0.1,111.843
0.1,489.984
0.0,38.64
0.1,64.248
0.0,76.47
0.0,47.52
0.0,5.2
0.1,123.606
0.15,212.706
0.0,61.95
0.2,153.1152
0.17,36.924
0.0,83.9944
0.0,45.0
0.002,50.9422
0.7,-275.757
0.0,0.0
0.0,131.82
0.25,-51.525
0.5,-216.9783
0.0,158.28
0.002,147.24384
0.0,276.48
0.2,-63.0056
0.0,85.98
0.2,5.2287
0.0,44.73
0.0,108.9
0.002,84.39504
0.002,26.14652
0.1,311.016
0.0,4.92
0.0,124.6752
0.1,-36.642
0.6,-203.796
0.0,187.68
0.1,178.11
0.0,27.54
0.0,165.56
0.25,56.07
0.0,103.2
0.5,-170.8038
0.0,219.42
0.0,69.66
0.0,75.6624
0.0,9.84
0.4,-140.352
0.0,53.88
0.0,115.92
0.07,-12.0348
0.0,30.48
0.2,279.252
0.2,75.728
0.1,50.364
0.0,43.05
0.0,0.0
0.0,56.79
0.2,56.688
0.0,116.4
0.07,79.2441
0.35,-153.5715
0.2,-0.144
0.27,-73.6002
0.0,124.84
0.1,158.472
0.0,32.392
0.002,34.38636
0.0,0.0
0.2,-161.694
0.1,366.744
0.15,-26.3025
0.1,28.875
0.0,121.32
0.1,-38.061
0.2,23.7993
0.0,25.68
0.0,15.0
0.4,-82.224
0.0,104.76
0.7,-913.176
0.0,45.42
0.0,2.94
0.0,12.72
0.6,-208.53
0.1,211.887
0.0,65.4
0.0,106.14
0.2,55.944
0.2,95.712
0.6,-466.896
0.002,45.5784
0.5,-10.26
0.0,36.12
0.0,88.0
0.6,-492.42
0.5,-326.1
0.0,47.8629
0.0,29.43
0.2,85.5297
0.0,266.4
0.0,95.16
0.4,-126.624
0.0,58.42
0.2,15.8376
0.0,29.34
0.002,76.10168
0.0,33.12
0.4,14.328
0.1,205.725
0.0,170.58
0.0,110.64
0.0,107.1
0.0,156.8
0.0,14.88
0.0,57.0
0.1,-50.898
0.1,421.578
0.0,213.96
0.0,39.6
0.1,229.176
0.0,147.87
0.0,46.8
0.1,-15.552
0.1,5.808
0.0,33.5888
0.1,146.388
0.1,-0.195
0.0,71.46
0.7,-251.9874
0.15,-27.396
0.5,-314.775
0.07,140.5386
0.27,54.996
0.0,14.88
0.1,46.215
0.4,-139.77
0.7,-407.976
0.0,114.3
0.0,185.52
0.0,572.55
0.0,87.5684
0.4,-228.272
0.0,73.92
0.2,69.6546
0.0,83.46
0.1,27.756
0.1,130.368
0.5,-113.7
0.1,11.616
0.0,160.74
0.0,46.5
0.0,228.96
0.0,65.52
0.0,104.88
0.002,14.18616
0.402,18.0098
0.7,-478.9
0.0,42.6
0.2,-26.196
0.2,48.512
0.0,154.14
0.0,42.24
0.2,134.748
0.0,181.92
0.2,12.096
0.0,19.2
0.0,17.58
0.2,-32.412
0.0,50.82
0.2,172.596
0.5,-78.078
0.0,161.16
0.0,224.64
0.0,219.6
0.0,159.63
0.4,-349.29
0.0,21.45
0.0,14.28
0.17,-15.8238
0.0,81.1314
0.1,59.67
0.0,66.6
0.0,175.56
0.0,7.77
0.0,60.6
0.0,13.44
0.6,-109.26
0.0,109.2
0.0,55.68
0.0,357.18
0.0,0.0
0.4,-77.52
0.4,-43.1178
0.0,12.06
0.4,-82.684
0.0,114.48
0.0,18.21
0.45,-171.7875
0.0,85.1816
0.0,21.04
0.0,129.96
0.1,87.276
0.07,90.2283
0.0,20.76
0.0,51.45
0.6,-62.988
0.07,195.7104
0.1,616.815
0.0,64.92
0.0,87.9912
0.0,18.36
0.0,43.2234
0.0,97.2
0.0,29.22
0.0,9.7176
0.0,719.82
0.0,23.31
0.0,18.18
0.5,-128.67
0.3,-130.0104
0.0,59.36
0.1,179.958
0.2,21.8352
0.0,65.79
0.0,97.2
0.0,34.08
0.4,-7.968
0.2,78.435
0.0,13.32
0.0,203.1
0.0,28.92
0.0,84.0
0.0,74.34
0.0,162.72
0.17,47.0298
0.2,46.816
0.0,11.22
0.2,66.978
0.0,43.6752
0.0,62.28
0.0,27.54
0.0,103.158
0.0,178.74
0.0,52.56
0.0,282.18
0.0,35.64
0.7,-319.716
0.4,4.122
0.1,174.636
0.3,-18.0882
0.2,38.44
0.0,187.08
0.1,97.965
0.0,24.12
0.0,355.86
0.0,112.68
0.1,48.798
0.0,16.56
0.0,20.16
0.0,92.0835
0.1,130.833
0.0,208.08
0.0,53.4519
0.0,322.14
0.0,9.84
0.0,19.59
0.0,24.9
0.1,123.435
0.2,12.1176
0.0,27.3096
0.2,39.6879
0.0,5.04
0.7,-459.9875
0.3,-2.6936
0.4,-20.608
0.0,15.78
0.0,88.95
0.0,101.6508
0.0,24.36
0.25,85.59
0.0,81.583
0.0,60.45
0.0,39.54
0.002,68.64852
0.0,194.72
0.1,65.604
0.4,-172.816
0.0,89.955
0.0,59.22
0.0,63.72
0.2,52.3764
0.4,-37.744
0.0,37.2
0.0,55.44
0.0,10.8
0.5,-149.52
0.0,130.14
0.0,107.76
0.6,-196.968
0.0,6.72
0.7,-524.4
0.25,140.8575
0.0,62.01
0.0,14.22
0.0,57.87
0.0,104.04
0.0,17.01
0.37,-168.6474
0.6,-427.45
0.6,-601.776
0.002,103.28268
0.3,-18.222
0.002,44.73732
0.0,289.05
0.1,3.078
0.15,-49.29
0.0,35.1
0.4,-64.422
0.0,124.02
0.0,32.64
0.0,79.38
0.0,42.57
0.0,93.06
0.0,47.52
0.4,-64.036
0.35,40.137
0.0,181.176
0.0,14.88
0.0,111.774
0.0,30.0144
0.0,88.34
0.15,-17.4555
0.2,12.41
0.0,40.44
0.1,54.234
0.0,12.6
0.0,93.12
0.2,-50.984
0.0,6.6
0.15,181.992
0.0,34.72
0.0,108.48
0.0,11.72
0.002,10.3498
0.0,63.7392
0.2,190.0206
0.2,-29.5
0.0,66.24
0.0,40.72
0.15,-43.137
0.0,195.6
0.0,137.28
0.15,24.2352
0.0,92.2368
0.0,57.27
0.4,-69.96
0.2,16.6788
0.0,156.45
0.0,16.194
0.0,117.36
0.0,57.81
0.4,-66.408
0.0,76.2
0.0,109.8
0.0,125.94
0.7,-267.237
0.0,78.24
0.2,37.7972
0.7,-373.5
0.0,17.2
0.4,-36.1116
0.0,284.06
0.0,128.04
0.4,-31.068
0.002,87.35364
0.2,-37.488
0.0,18.48
0.1,86.994
0.3,-143.431
0.6,-59.904
0.0,160.0398
0.0,99.84
0.1,147.252
0.0,166.62
0.0,24.87
0.0,293.9804
0.0,147.475
0.0,149.76
0.0,50.0
0.0,91.41
0.0,139.32
0.0,83.52
0.002,217.64568
0.0,21.3
0.1,29.7
0.0,8.28
0.17,102.4401
0.2,-6.462
0.0,107.55
0.2,-45.954
0.5,-196.02
0.3,20.967
0.0,26.56
0.4,-216.912
0.0,55.68
0.0,51.78
0.07,99.6984
0.002,19.93224
0.5,-122.85
0.2,-20.208
0.1,-20.502
0.17,52.6056
0.15,-45.435
0.1,-30.528
0.2,49.4376
0.0,121.77
0.1,14.76
0.0,32.58
0.3,0.0
0.1,81.864
0.0,131.76
0.0,85.14
0.2,52.493
0.0,8.4
0.2,37.797
0.0,209.2365
0.7,-838.908
0.1,45.54
0.0,17.58
0.1,-72.303
0.0,66.542
0.0,178.56
0.0,147.5
0.0,32.34
0.0,70.92
0.4,-99.3453
0.0,149.04
0.07,-22.1229
0.0,48.15
0.1,250.53
0.4,-196.188
0.0,17.76
0.1,143.91
0.0,353.7
0.2,89.997
0.0,175.88
0.1,29.7
0.0,47.3
0.2,145.476
0.0,119.1
0.0,10.2
0.27,-29.9568
0.0,65.28
0.0,165.7176
0.5,-167.986
0.0,74.213
0.0,42.3
0.0,194.4
0.0,38.88
0.002,96.16428
0.1,94.29
0.15,36.486
0.0,55.17
0.0,118.32
0.0,243.9
0.0,46.5
0.0,25.2
0.0,5.86
0.4,12.528
0.0,63.52
0.002,78.43956
0.15,10.632
0.15,-29.6058
0.1,111.744
0.0,0.0
0.6,-354.168
0.0,16.56
0.0,90.66
0.0,6.39
0.27,12.0132
0.17,-39.3693
0.202,-214.2008
0.45,-104.0985
0.0,91.41
0.0,201.0
0.1,103.632
0.1,11.034
0.0,81.9
0.0,50.4
0.0,98.28
0.0,15.78
0.4,-77.968
0.1,-30.672
0.2,-15.245
0.2,21.432
0.15,325.716
0.0,91.7892
0.0,21.93
0.0,143.8
0.0,65.55
0.32,-91.7586
0.2,-27.54
0.0,175.44
0.0,292.8
0.0,54.0
0.0,57.24
0.3,-6.0196
0.0,163.1898
0.4,6.46
0.0,8.1
0.0,67.68
0.0,27.48
0.57,-72.6072
0.0,152.8
0.0,96.36
0.0,38.22
0.0,66.96
0.15,-2.04
0.1,55.269
0.45,-104.031
0.1,-36.444
0.1,61.56
0.0,112.08
0.0,13.32
0.3,-158.1
0.0,51.7
0.0,75.32
0.2,13.728
0.0,40.23
0.0,26.8
0.6,-421.524
0.2,-43.736
0.0,93.33
0.2,91.9954
0.0,42.84
0.0,19.53
0.0,54.24
0.0,29.88
0.1,-29.682
0.0,81.3
0.1,41.535
0.0,117.36
0.1,20.655
0.3,-7.7094
0.0,83.46
0.0,11.04
0.6,-74.844
0.0,129.76
0.0,60.48
0.4,-120.792
0.47,-99.7725
0.0,95.58
0.2,21.1428
0.1,32.655
0.0,11.52
0.0,146.7
0.1,82.86
0.1,-34.896
0.0,5.94
0.17,-238.5525
0.1,115.86
0.27,14.8833
0.0,13.26
0.0,215.52
0.0,358.2
0.0,9.4717
0.0,66.36
0.0,106.02
0.1,-2.772
0.6,-91.896
0.0,30.03
0.1,70.353
0.0,152.0232
0.0,55.3896
0.4,-134.676
0.2,7.5528
0.0,72.5754
0.0,76.44
0.0,49.35
0.0,2.64
0.0,3.9
0.2,9.9522
0.0,143.76
0.1,17.772
0.0,57.27
0.0,58.56
0.2,84.22
0.2,1.608
0.0,5.04
0.0,132.99
0.0,72.03
0.4,-21.708
0.4,-60.528
0.1,14.514
0.0,344.46
0.0,122.85
0.2,78.435
0.0,38.4372
0.0,743.4
0.0,26.4
0.0,88.05
0.47,-144.3888
0.0,88.5
0.0,17.58
0.0,147.72
0.5,-159.645
0.1,59.0352
0.0,158.28
0.0,56.52
0.0,106.72
0.5,-7.98
0.5,-39.225
0.0,10.56
0.0,0.0
0.1,12.159
0.5,-237.33
0.7,-228.7425
0.27,35.4564
0.0,56.85
0.0,61.2
0.1,261.819
0.0,0.0
0.0,77.04
0.0,70.92
0.2,118.476
0.0,70.722
0.0,29.85
0.0,100.7316
0.0,55.74
0.15,179.832
0.47,-205.5114
0.0,55.8
0.002,288.75216
0.0,156.16
0.5,-77.88
0.0,9.302
0.0,186.84
0.6,-198.828
0.1,-0.024
0.15,71.5005
0.25,-41.22
0.0,79.8912
0.0,51.12
0.1,59.583
0.15,-10.02
0.1,140.904
0.2,28.5984
0.0,96.0
0.0,86.84
0.0,172.65
0.2,104.296
0.7,-742.77
0.0,18.66
0.1,87.219
0.6,-214.968
0.25,16.9425
0.1,27.462
0.1,100.74
0.002,327.31056
0.0,21.9
0.1,138.87
0.0,137.4
0.2,-69.12
0.0,21.78
0.1,79.875
0.15,-30.147
0.3,-28.498
0.0,221.92
0.07,162.8604
0.6,-430.368
0.0,131.67
0.2,329.994
0.0,43.6842
0.0,14.16
0.0,113.67
0.0,1.08
0.0,28.08
0.0,238.44
0.5,-25.92
0.35,-27.1575
0.0,59.34
0.0,75.9
0.2,60.4632
0.0,203.28
0.0,136.6176
0.0,2.82
0.3,-144.891
0.202,-58.7366
0.0,156.24
0.0,173.46
0.1,56.73
0.0,72.6408
0.1,86.058
0.0,273.96
0.1,57.24
0.0,94.56
0.1,36.936
0.0,209.79
0.0,111.96
0.0,7.05
0.0,249.93
0.1,-50.898
0.0,10.44
0.0,94.4925
0.6,-181.44
0.0,11.0388
0.8,-1480.0335
0.002,21.27924
0.0,7.29
0.0,53.0439
0.0,71.88
0.5,-92.88
0.0,9.6
0.0,190.98
0.0,35.0973
0.002,180.74568
0.0,206.16
0.0,150.984
0.0,74.52
0.0,27.0
0.5,-122.22
0.2,54.215
0.0,116.7
0.1,-7.335
0.0,97.8
0.0,2.64
0.4,-284.592
0.15,101.394
0.1,27.684
0.002,81.41936
0.35,-134.2035
0.1,165.36
0.27,47.9646
0.0,53.91
0.0,178.11
0.0,25.32
0.0,76.95
0.0,179.7488
0.0,66.9546
0.6,-165.072
0.0,53.04
0.0,189.36
0.2,79.692
0.0,0.0
0.0,79.92
0.0,46.32
0.0,100.08
0.1,101.466
0.5,0.0
0.0,104.28
0.0,266.1
0.0,88.74
0.0,235.56
0.6,-148.98
0.1,-71.82
0.0,84.9436
0.402,-44.35904
0.0,52.92
0.0,13.68
0.1,144.57
0.2,24.624
0.0,15.24
0.0,95.4612
0.4,-322.272
0.0,90.9
0.4,-102.952
0.0,73.8
0.0,17.76
0.0,33.48
0.0,105.2468
0.0,22.0
0.0,131.67
0.4,-107.9928
0.0,110.4
0.0,104.08
0.0,24.6
0.0,85.9957
0.0,151.8
0.4,-74.704
0.1,23.892
0.1,9.207
0.2,24.192
0.1,-19.116
0.0,26.7
0.0,81.09
0.0,67.44
0.15,119.1435
0.1,67.941
0.0,79.92
0.2,87.68
0.45,-30.51
0.1,8.262
0.2,-127.46
0.1,-1.71
0.4,-36.048
0.1,-19.38
0.0,13.7964
0.0,73.26
0.17,86.9841
0.1,63.384
0.1,-40.704
0.45,-255.5875
0.2,-51.8272
0.0,99.54
0.0,27.24
0.25,-19.47
0.4,-205.608
0.0,164.5
0.0,10.83
0.7,-270.756
0.0,217.8
0.0,22.2
0.0,110.4
0.0,213.06
0.1,-46.332
0.2,19.008
0.0,52.2
0.4,-149.328
0.35,129.807
0.0,187.5
0.1,73.062
0.1,47.598
0.002,79.57464
0.0,18.08
0.2,-35.3646
0.0,328.08
0.7,-597.924
0.0,61.56
0.5,-274.68
0.0,106.14
0.1,37.65
0.0,176.386
0.0,123.12
0.1,-20.352
0.2,20.928
0.1,211.665
0.0,8.2
0.27,-115.0641
0.2,14.7582
0.0,299.1
0.0,87.0
0.1,-14.544
0.0,93.24
0.2,38.1576
0.4,-86.472
0.45,-280.035
0.0,68.4
0.2,18.536
0.0,134.654
0.0,43.68
0.6,-218.688
0.4,-79.908
0.1,-22.686
0.0,38.25
0.4,-20.672
0.0,136.08
0.6,-358.992
0.0,100.4255
0.0,18.27
0.0,220.68
0.0,70.8
0.2,113.6394
0.0,95.04
0.0,106.56
0.1,27.756
0.0,361.92
0.0,16.02
0.1,103.98
0.47,-131.3184
0.0,66.66
0.1,12.705
0.0,139.2
0.27,-30.645
0.2,140.328
0.17,44.307
0.07,32.8953
0.17,-41.4192
0.0,0.0
0.0,145.2816
0.0,140.391
0.0,191.28
0.5,-391.8
0.0,371.04
0.0,73.41
0.2,45.294
0.0,108.6
0.402,-389.1594
0.0,19.5
0.0,301.968
0.0,51.72
0.2,30.72
0.1,82.662
0.0,0.0
0.2,56.5662
0.0,122.7
0.2,-46.137
0.0,76.56
0.15,13.6305
0.17,58.0716
0.0,48.84
0.0,14.28
0.0,36.81
0.35,-255.591
0.4,-126.624
0.0,54.7756
0.2,-23.58
0.0,0.0
0.1,-44.94
0.2,24.196
0.2,89.982
0.0,29.97
0.0,118.98
0.0,30.4
0.002,131.48112
0.0,92.52
0.002,134.87152
0.0,43.96
0.0,90.24
0.0,139.56
0.0,19.11
0.0,178.56
0.0,162.81
0.0,12.32
0.27,-39.312
0.0,101.64
0.0,113.848
0.0,0.0
0.0,79.8
0.0,219.6546
0.0,119.64
0.2,-118.86
0.1,92.115
0.0,68.67
0.0,45.54
0.2,-2.9566
0.0,203.55
0.2,-12.432
0.15,134.5665
0.0,2.64
0.1,73.242
0.17,-11.6028
0.8,-780.642
0.0,176.4
0.2,-26.946
0.2,944.9865
0.1,7.26
0.6,-156.75
0.0,24.12
0.17,45.4671
0.2,206.6232
0.0,30.54
0.0,19.5
0.0,10.02
0.0,36.0
0.6,-347.112
0.0,169.12
0.5,-146.88
0.2,-51.7191
0.1,8.098
0.0,143.28
0.0,109.04
